brass_acoustic_046-101-050:{'correct_value': 1, 'wrong_value': 0, 'correct_value_percentage': 9.956558147394823e-10, 'wrong_value_percentage': 98.95952343940735}
bass_synthetic_134-057-025:{'correct_value': 0, 'wrong_value': 3, 'correct_value_percentage': 42.648687958717346, 'wrong_value_percentage': 47.19685614109039}
guitar_acoustic_014-092-100:{'correct_value': 3, 'wrong_value': 5, 'correct_value_percentage': 0.983783882111311, 'wrong_value_percentage': 57.417404651641846}
organ_electronic_028-028-075:{'correct_value': 6, 'wrong_value': 9, 'correct_value_percentage': 19.428956508636475, 'wrong_value_percentage': 70.84592580795288}
bass_synthetic_034-049-075:{'correct_value': 0, 'wrong_value': 4, 'correct_value_percentage': 1.8961168825626373, 'wrong_value_percentage': 98.0905532836914}
organ_electronic_028-065-100:{'correct_value': 6, 'wrong_value': 9, 'correct_value_percentage': 13.70449960231781, 'wrong_value_percentage': 80.54108619689941}
bass_synthetic_135-060-127:{'correct_value': 0, 'wrong_value': 3, 'correct_value_percentage': 33.37205648422241, 'wrong_value_percentage': 62.60167360305786}
brass_acoustic_016-060-050:{'correct_value': 1, 'wrong_value': 0, 'correct_value_percentage': 0.3530156798660755, 'wrong_value_percentage': 44.025495648384094}
bass_synthetic_034-077-050:{'correct_value': 0, 'wrong_value': 4, 'correct_value_percentage': 1.2505745515227318, 'wrong_value_percentage': 98.7403154373169}
guitar_electronic_022-079-100:{'correct_value': 3, 'wrong_value': 4, 'correct_value_percentage': 0.8813668973743916, 'wrong_value_percentage': 84.56173539161682}
keyboard_synthetic_000-063-075:{'correct_value': 4, 'wrong_value': 3, 'correct_value_percentage': 3.358589857816696, 'wrong_value_percentage': 51.40014290809631}
brass_acoustic_016-076-025:{'correct_value': 1, 'wrong_value': 0, 'correct_value_percentage': 0.0003374465677552507, 'wrong_value_percentage': 98.20228219032288}
organ_electronic_007-056-075:{'correct_value': 6, 'wrong_value': 9, 'correct_value_percentage': 2.5367613565308034e-08, 'wrong_value_percentage': 99.99889135360718}
guitar_acoustic_014-093-075:{'correct_value': 3, 'wrong_value': 4, 'correct_value_percentage': 4.599670693278313, 'wrong_value_percentage': 47.898069024086}
bass_synthetic_135-051-127:{'correct_value': 0, 'wrong_value': 5, 'correct_value_percentage': 22.104202210903168, 'wrong_value_percentage': 53.02727222442627}
flute_acoustic_002-087-075:{'correct_value': 2, 'wrong_value': 7, 'correct_value_percentage': 28.579828143119812, 'wrong_value_percentage': 71.42017483711243}
keyboard_electronic_001-107-050:{'correct_value': 4, 'wrong_value': 6, 'correct_value_percentage': 0.4890664014965296, 'wrong_value_percentage': 99.49945211410522}
reed_acoustic_023-059-025:{'correct_value': 7, 'wrong_value': 0, 'correct_value_percentage': 1.1629842866511808e-06, 'wrong_value_percentage': 98.86852502822876}
bass_synthetic_034-048-025:{'correct_value': 0, 'wrong_value': 4, 'correct_value_percentage': 1.3280457817018032, 'wrong_value_percentage': 98.66465330123901}
bass_synthetic_135-051-050:{'correct_value': 0, 'wrong_value': 5, 'correct_value_percentage': 42.854756116867065, 'wrong_value_percentage': 48.115602135658264}
bass_synthetic_135-079-100:{'correct_value': 0, 'wrong_value': 3, 'correct_value_percentage': 2.8790025040507317, 'wrong_value_percentage': 61.78898811340332}
reed_acoustic_023-082-025:{'correct_value': 7, 'wrong_value': 1, 'correct_value_percentage': 4.137935150083649e-05, 'wrong_value_percentage': 99.63884353637695}
flute_synthetic_000-101-127:{'correct_value': 2, 'wrong_value': 7, 'correct_value_percentage': 0.8763033896684647, 'wrong_value_percentage': 96.85018658638}
guitar_acoustic_010-029-100:{'correct_value': 3, 'wrong_value': 4, 'correct_value_percentage': 41.55387580394745, 'wrong_value_percentage': 51.861292123794556}
keyboard_electronic_078-080-075:{'correct_value': 4, 'wrong_value': 3, 'correct_value_percentage': 26.50792896747589, 'wrong_value_percentage': 73.4886884689331}
organ_electronic_007-064-100:{'correct_value': 6, 'wrong_value': 9, 'correct_value_percentage': 1.2004101879181661e-08, 'wrong_value_percentage': 99.99825954437256}
organ_electronic_007-056-050:{'correct_value': 6, 'wrong_value': 9, 'correct_value_percentage': 6.8181196799521615e-09, 'wrong_value_percentage': 99.99994039535522}
guitar_acoustic_014-104-100:{'correct_value': 3, 'wrong_value': 4, 'correct_value_percentage': 38.804423809051514, 'wrong_value_percentage': 51.02355480194092}
organ_electronic_007-011-050:{'correct_value': 6, 'wrong_value': 3, 'correct_value_percentage': 0.018170606927014887, 'wrong_value_percentage': 99.45228099822998}
brass_acoustic_046-107-050:{'correct_value': 1, 'wrong_value': 0, 'correct_value_percentage': 9.956558147394823e-10, 'wrong_value_percentage': 98.95952343940735}
organ_electronic_028-024-100:{'correct_value': 6, 'wrong_value': 9, 'correct_value_percentage': 48.90486299991608, 'wrong_value_percentage': 49.76383447647095}
mallet_acoustic_056-036-025:{'correct_value': 5, 'wrong_value': 3, 'correct_value_percentage': 18.353742361068726, 'wrong_value_percentage': 55.38563132286072}
bass_synthetic_034-032-075:{'correct_value': 0, 'wrong_value': 4, 'correct_value_percentage': 11.642760783433914, 'wrong_value_percentage': 88.0683422088623}
reed_acoustic_023-035-050:{'correct_value': 7, 'wrong_value': 0, 'correct_value_percentage': 1.1510675790304958e-05, 'wrong_value_percentage': 99.68043565750122}
keyboard_synthetic_000-033-127:{'correct_value': 4, 'wrong_value': 0, 'correct_value_percentage': 2.0915502682328224, 'wrong_value_percentage': 87.27755546569824}
organ_electronic_028-040-050:{'correct_value': 6, 'wrong_value': 0, 'correct_value_percentage': 21.897143125534058, 'wrong_value_percentage': 74.14645552635193}
brass_acoustic_016-066-050:{'correct_value': 1, 'wrong_value': 3, 'correct_value_percentage': 0.021705862309318036, 'wrong_value_percentage': 42.06642210483551}
organ_electronic_028-078-025:{'correct_value': 6, 'wrong_value': 5, 'correct_value_percentage': 0.01500879880040884, 'wrong_value_percentage': 71.31223678588867}
organ_electronic_028-083-075:{'correct_value': 6, 'wrong_value': 2, 'correct_value_percentage': 0.00022787128273193957, 'wrong_value_percentage': 92.3216462135315}
guitar_acoustic_030-073-050:{'correct_value': 3, 'wrong_value': 5, 'correct_value_percentage': 0.4795852117240429, 'wrong_value_percentage': 66.28629565238953}
guitar_electronic_028-108-127:{'correct_value': 3, 'wrong_value': 0, 'correct_value_percentage': 10.062011331319809, 'wrong_value_percentage': 78.94209623336792}
bass_synthetic_134-079-025:{'correct_value': 0, 'wrong_value': 3, 'correct_value_percentage': 30.109035968780518, 'wrong_value_percentage': 68.86047720909119}
bass_synthetic_034-085-025:{'correct_value': 0, 'wrong_value': 4, 'correct_value_percentage': 3.598129376769066, 'wrong_value_percentage': 96.35602235794067}
bass_synthetic_135-104-075:{'correct_value': 0, 'wrong_value': 5, 'correct_value_percentage': 17.950116097927094, 'wrong_value_percentage': 55.83342909812927}
guitar_electronic_028-068-100:{'correct_value': 3, 'wrong_value': 4, 'correct_value_percentage': 33.03411304950714, 'wrong_value_percentage': 52.030205726623535}
bass_synthetic_034-069-025:{'correct_value': 0, 'wrong_value': 4, 'correct_value_percentage': 1.0301286354660988, 'wrong_value_percentage': 98.95287156105042}
reed_acoustic_023-084-100:{'correct_value': 7, 'wrong_value': 1, 'correct_value_percentage': 1.30593769132048e-07, 'wrong_value_percentage': 97.31047749519348}
organ_electronic_028-064-050:{'correct_value': 6, 'wrong_value': 5, 'correct_value_percentage': 0.005291775960358791, 'wrong_value_percentage': 49.441152811050415}
organ_electronic_007-067-127:{'correct_value': 6, 'wrong_value': 9, 'correct_value_percentage': 6.54629683793928e-07, 'wrong_value_percentage': 99.89569187164307}
flute_acoustic_002-087-127:{'correct_value': 2, 'wrong_value': 7, 'correct_value_percentage': 40.42671322822571, 'wrong_value_percentage': 59.571969509124756}
guitar_electronic_028-102-100:{'correct_value': 3, 'wrong_value': 0, 'correct_value_percentage': 4.541958123445511, 'wrong_value_percentage': 70.481938123703}
keyboard_electronic_069-056-127:{'correct_value': 4, 'wrong_value': 0, 'correct_value_percentage': 9.317230433225632, 'wrong_value_percentage': 88.16565871238708}
keyboard_synthetic_000-067-050:{'correct_value': 4, 'wrong_value': 3, 'correct_value_percentage': 36.96357011795044, 'wrong_value_percentage': 40.75113832950592}
guitar_electronic_022-076-025:{'correct_value': 3, 'wrong_value': 4, 'correct_value_percentage': 13.251903653144836, 'wrong_value_percentage': 61.23058199882507}
reed_acoustic_023-092-100:{'correct_value': 7, 'wrong_value': 1, 'correct_value_percentage': 3.142162086078315e-06, 'wrong_value_percentage': 99.99014139175415}
bass_synthetic_034-038-050:{'correct_value': 0, 'wrong_value': 4, 'correct_value_percentage': 2.105744369328022, 'wrong_value_percentage': 97.89180159568787}
mallet_acoustic_062-087-075:{'correct_value': 5, 'wrong_value': 4, 'correct_value_percentage': 10.668161511421204, 'wrong_value_percentage': 83.47725868225098}
guitar_electronic_028-059-025:{'correct_value': 3, 'wrong_value': 4, 'correct_value_percentage': 0.7451568730175495, 'wrong_value_percentage': 94.67560648918152}
guitar_acoustic_014-023-025:{'correct_value': 3, 'wrong_value': 4, 'correct_value_percentage': 0.28844501357525587, 'wrong_value_percentage': 45.83657681941986}
organ_electronic_028-102-075:{'correct_value': 6, 'wrong_value': 7, 'correct_value_percentage': 0.4603227134793997, 'wrong_value_percentage': 48.10137748718262}
keyboard_synthetic_000-071-127:{'correct_value': 4, 'wrong_value': 0, 'correct_value_percentage': 1.0148546658456326, 'wrong_value_percentage': 78.02755236625671}
string_acoustic_014-025-075:{'correct_value': 8, 'wrong_value': 0, 'correct_value_percentage': 5.099289119243622, 'wrong_value_percentage': 93.51849555969238}
guitar_electronic_028-057-025:{'correct_value': 3, 'wrong_value': 4, 'correct_value_percentage': 0.441316282376647, 'wrong_value_percentage': 96.45092487335205}
organ_electronic_028-048-050:{'correct_value': 6, 'wrong_value': 0, 'correct_value_percentage': 9.709729999303818, 'wrong_value_percentage': 76.23289823532104}
string_acoustic_014-039-127:{'correct_value': 8, 'wrong_value': 0, 'correct_value_percentage': 15.531758964061737, 'wrong_value_percentage': 79.1746199131012}
organ_electronic_028-089-050:{'correct_value': 6, 'wrong_value': 5, 'correct_value_percentage': 0.012768254964612424, 'wrong_value_percentage': 51.239460706710815}
guitar_electronic_028-096-075:{'correct_value': 3, 'wrong_value': 0, 'correct_value_percentage': 33.70643854141235, 'wrong_value_percentage': 39.07431960105896}
organ_electronic_007-062-100:{'correct_value': 6, 'wrong_value': 9, 'correct_value_percentage': 4.406950360191786e-07, 'wrong_value_percentage': 99.93181228637695}
bass_synthetic_134-096-100:{'correct_value': 0, 'wrong_value': 3, 'correct_value_percentage': 18.88650953769684, 'wrong_value_percentage': 80.90673685073853}
mallet_acoustic_056-033-100:{'correct_value': 5, 'wrong_value': 3, 'correct_value_percentage': 15.221260488033295, 'wrong_value_percentage': 59.71498489379883}
brass_acoustic_046-095-100:{'correct_value': 1, 'wrong_value': 0, 'correct_value_percentage': 9.956558147394823e-10, 'wrong_value_percentage': 98.95952343940735}
organ_electronic_028-052-050:{'correct_value': 6, 'wrong_value': 0, 'correct_value_percentage': 0.9242716245353222, 'wrong_value_percentage': 95.34611105918884}
keyboard_synthetic_000-092-050:{'correct_value': 4, 'wrong_value': 5, 'correct_value_percentage': 11.25699058175087, 'wrong_value_percentage': 71.72411680221558}
bass_synthetic_135-086-127:{'correct_value': 0, 'wrong_value': 3, 'correct_value_percentage': 0.6804949138313532, 'wrong_value_percentage': 90.63813090324402}
bass_synthetic_134-085-025:{'correct_value': 0, 'wrong_value': 3, 'correct_value_percentage': 16.711023449897766, 'wrong_value_percentage': 78.98951172828674}
string_acoustic_014-033-050:{'correct_value': 8, 'wrong_value': 0, 'correct_value_percentage': 36.627981066703796, 'wrong_value_percentage': 60.97230911254883}
keyboard_synthetic_000-098-075:{'correct_value': 4, 'wrong_value': 8, 'correct_value_percentage': 1.164082158356905, 'wrong_value_percentage': 45.2681690454483}
guitar_electronic_028-068-075:{'correct_value': 3, 'wrong_value': 4, 'correct_value_percentage': 10.29844656586647, 'wrong_value_percentage': 83.20366144180298}
string_acoustic_014-039-025:{'correct_value': 8, 'wrong_value': 0, 'correct_value_percentage': 20.609362423419952, 'wrong_value_percentage': 67.16592311859131}
bass_synthetic_135-063-025:{'correct_value': 0, 'wrong_value': 5, 'correct_value_percentage': 40.13015627861023, 'wrong_value_percentage': 47.473207116127014}
reed_acoustic_023-041-075:{'correct_value': 7, 'wrong_value': 0, 'correct_value_percentage': 2.100791363091048e-06, 'wrong_value_percentage': 74.4999647140503}
keyboard_electronic_069-067-075:{'correct_value': 4, 'wrong_value': 0, 'correct_value_percentage': 44.616830348968506, 'wrong_value_percentage': 50.836437940597534}
guitar_electronic_022-067-025:{'correct_value': 3, 'wrong_value': 0, 'correct_value_percentage': 2.5313355028629303, 'wrong_value_percentage': 54.72797155380249}
bass_synthetic_033-048-127:{'correct_value': 0, 'wrong_value': 3, 'correct_value_percentage': 12.286888808012009, 'wrong_value_percentage': 85.77946424484253}
guitar_electronic_022-081-050:{'correct_value': 3, 'wrong_value': 4, 'correct_value_percentage': 0.7267859298735857, 'wrong_value_percentage': 87.3397946357727}
organ_electronic_028-067-075:{'correct_value': 6, 'wrong_value': 9, 'correct_value_percentage': 0.0024210696210502647, 'wrong_value_percentage': 99.96943473815918}
guitar_electronic_028-060-075:{'correct_value': 3, 'wrong_value': 4, 'correct_value_percentage': 17.596960067749023, 'wrong_value_percentage': 79.95921969413757}
organ_electronic_007-089-025:{'correct_value': 6, 'wrong_value': 9, 'correct_value_percentage': 6.6283774913245e-05, 'wrong_value_percentage': 99.99985694885254}
flute_acoustic_002-099-127:{'correct_value': 2, 'wrong_value': 7, 'correct_value_percentage': 35.09390652179718, 'wrong_value_percentage': 64.9060845375061}
guitar_electronic_028-075-050:{'correct_value': 3, 'wrong_value': 4, 'correct_value_percentage': 3.1380876898765564, 'wrong_value_percentage': 87.74999976158142}
bass_synthetic_034-064-075:{'correct_value': 0, 'wrong_value': 4, 'correct_value_percentage': 6.840948760509491, 'wrong_value_percentage': 93.14881563186646}
guitar_electronic_028-039-025:{'correct_value': 3, 'wrong_value': 4, 'correct_value_percentage': 11.946678161621094, 'wrong_value_percentage': 83.94455313682556}
keyboard_synthetic_000-094-025:{'correct_value': 4, 'wrong_value': 5, 'correct_value_percentage': 6.407291442155838, 'wrong_value_percentage': 67.66200065612793}
string_acoustic_014-034-100:{'correct_value': 8, 'wrong_value': 0, 'correct_value_percentage': 21.181930601596832, 'wrong_value_percentage': 76.12329125404358}
organ_electronic_007-030-127:{'correct_value': 6, 'wrong_value': 9, 'correct_value_percentage': 0.13159766094759107, 'wrong_value_percentage': 99.22837615013123}
reed_acoustic_011-057-127:{'correct_value': 7, 'wrong_value': 1, 'correct_value_percentage': 31.257987022399902, 'wrong_value_percentage': 68.70899796485901}
bass_synthetic_135-089-025:{'correct_value': 0, 'wrong_value': 5, 'correct_value_percentage': 5.354563891887665, 'wrong_value_percentage': 78.58620882034302}
reed_acoustic_023-068-050:{'correct_value': 7, 'wrong_value': 0, 'correct_value_percentage': 3.927019265326237e-08, 'wrong_value_percentage': 98.02769422531128}
organ_electronic_007-084-025:{'correct_value': 6, 'wrong_value': 9, 'correct_value_percentage': 0.0001165785192824842, 'wrong_value_percentage': 99.99955892562866}
guitar_electronic_028-045-075:{'correct_value': 3, 'wrong_value': 4, 'correct_value_percentage': 33.62581431865692, 'wrong_value_percentage': 65.92882871627808}
brass_acoustic_046-108-100:{'correct_value': 1, 'wrong_value': 0, 'correct_value_percentage': 9.956558147394823e-10, 'wrong_value_percentage': 98.95952343940735}
reed_acoustic_023-070-050:{'correct_value': 7, 'wrong_value': 0, 'correct_value_percentage': 6.431697952002935e-08, 'wrong_value_percentage': 99.22515749931335}
organ_electronic_028-087-050:{'correct_value': 6, 'wrong_value': 2, 'correct_value_percentage': 0.00023489917566621443, 'wrong_value_percentage': 66.6424810886383}
